Date,Flight_No,Origin,Destination,Aircraft_Type,Capacity_KG,Booked_KG,Loaded_KG,Offloaded_KG,Revenue_INR,Delay_Minutes
2025-08-05,AI258,CCU,BLR,A320,18000,13828,13339,489,829082,10
2025-01-05,AI259,CCU,DEL,A320,18000,12936,12576,360,687773,6
2025-02-19,AI260,BOM,BLR,B787,35000,32107,29619,2488,1334698,3
2025-07-19,AI261,CCU,DEL,A321,20000,13842,12754,1088,762764,80
2025-09-03,AI262,BOM,BLR,A321,20000,14643,13712,931,824534,75
2025-11-07,AI263,DEL,BOM,B787,35000,25223,23232,1991,1389327,31
2025-09-07,AI264,CCU,BLR,A321,20000,16029,15692,337,906054,37
2025-03-04,AI265,DEL,HYD,A321,20000,13666,12614,1052,654410,71
2025-09-05,AI266,DEL,BOM,A321,20000,13275,12826,449,684000,81
2025-11-04,AI267,CCU,BLR,A320,18000,12104,11602,502,575677,50
2025-01-28,AI268,BOM,BLR,B787,35000,24487,23025,1462,1333881,58
2025-11-05,AI269,CCU,DEL,B787,35000,30823,30039,784,1562766,88
2025-02-22,AI270,CCU,DEL,A321,20000,17815,17008,807,966600,57
2025-04-16,AI271,CCU,DEL,A320,18000,13047,12376,671,573162,1
2025-01-03,AI272,DEL,BOM,A321,20000,17964,17303,661,832491,86
2025-01-15,AI273,CCU,BLR,A320,18000,12880,12363,517,791575,53
2025-07-17,AI274,CCU,BLR,A320,18000,14421,13870,551,855243,45
2025-03-19,AI275,BOM,BLR,B787,35000,28892,28161,731,1753366,7
2025-12-10,AI276,BOM,BLR,A321,20000,16663,16462,201,830974,29
2025-09-06,AI277,CCU,BLR,A320,18000,13416,12824,592,815151,77
2025-06-21,AI278,CCU,DEL,B787,35000,24245,23281,964,1451914,26
2025-02-06,AI279,CCU,BLR,A320,18000,14779,14313,466,706699,20
2025-12-12,AI280,BOM,BLR,B787,35000,28504,26311,2193,1462297,25
2025-06-01,AI281,DEL,BOM,A320,18000,13727,13004,723,648323,20
2025-06-10,AI282,DEL,HYD,A321,20000,14799,14113,686,874191,67
2025-05-09,AI283,CCU,BLR,A320,18000,16428,15662,766,786555,76
2025-12-05,AI284,DEL,HYD,A321,20000,18203,17947,256,1020737,3
2025-10-17,AI285,BOM,BLR,A320,18000,12483,12124,359,589068,74
2025-10-02,AI286,CCU,DEL,A321,20000,13826,13480,346,781996,30
2025-02-25,AI287,DEL,BOM,A320,18000,12403,12011,392,628747,16
2025-08-11,AI288,BOM,BLR,A321,20000,17790,17006,784,1086036,41
2025-12-13,AI289,DEL,BOM,A320,18000,12822,12217,605,595124,52
2025-12-11,AI290,CCU,DEL,B787,35000,24132,23029,1103,1194188,84
2025-05-03,AI291,DEL,HYD,A321,20000,19393,19091,302,1182285,73
2025-06-11,AI292,DEL,BOM,A321,20000,17019,15949,1070,997205,46
2025-10-21,AI293,DEL,BOM,A321,20000,18178,17541,637,1120211,53
2025-07-27,AI294,DEL,HYD,A321,20000,13796,13463,333,866080,56
2025-12-01,AI295,DEL,HYD,B787,35000,31484,30111,1373,1860903,83
2025-08-01,AI296,CCU,DEL,B787,35000,25654,23639,2015,1233539,32
2025-06-27,AI297,BOM,BLR,A320,18000,16943,15959,984,1017714,34
2025-12-21,AI298,DEL,BOM,B787,35000,33476,32100,1376,1547060,63
2025-07-05,AI299,CCU,DEL,B787,35000,28559,27456,1103,1385353,87
2025-03-09,AI200,BOM,BLR,A321,20000,17095,16005,1090,1001048,59
2025-08-24,AI201,CCU,BLR,A321,20000,13760,12793,967,630227,9
2025-01-19,AI202,CCU,BLR,A320,18000,16264,15667,597,1012631,49
2025-12-11,AI203,DEL,HYD,B787,35000,23030,21507,1523,1268700,61
2025-02-12,AI204,CCU,BLR,A321,20000,14219,13510,709,752172,26
2025-10-25,AI205,DEL,BOM,A320,18000,15892,15709,183,921387,84
2025-09-07,AI206,CCU,DEL,A320,18000,13272,12856,416,740104,69
2025-07-21,AI207,CCU,BLR,A320,18000,15575,14391,1184,742569,22
2025-10-01,AI208,DEL,BOM,A321,20000,14317,13587,730,819168,47
2025-04-24,AI209,DEL,BOM,A321,20000,14928,14481,447,690540,57
2025-03-02,AI210,BOM,BLR,A321,20000,13376,13168,208,601796,37
2025-01-09,AI211,DEL,BOM,B787,35000,32021,29999,2022,1434998,26
2025-07-22,AI212,DEL,HYD,B787,35000,30697,30055,642,1788994,45
2025-11-13,AI213,DEL,HYD,A320,18000,17333,16144,1189,918465,13
2025-10-20,AI214,BOM,BLR,A321,20000,16241,15478,763,796201,2
2025-03-06,AI215,DEL,HYD,A320,18000,17090,15859,1231,890201,28
2025-11-28,AI216,CCU,BLR,A320,18000,12542,11841,701,682356,70
2025-10-08,AI217,CCU,BLR,B787,35000,33398,31575,1823,1920789,53
2025-06-28,AI218,DEL,BOM,A320,18000,16275,15124,1151,821698,69
2025-12-04,AI219,BOM,BLR,A321,20000,15966,14881,1085,714786,1
2025-12-05,AI220,DEL,BOM,A321,20000,16860,16057,803,844128,34
2025-12-13,AI221,CCU,BLR,A321,20000,15351,14859,492,835681,67
2025-09-09,AI222,DEL,BOM,A320,18000,17552,17215,337,1049710,1
2025-11-15,AI223,CCU,BLR,A320,18000,14000,13637,363,775655,49
2025-04-09,AI224,DEL,BOM,A320,18000,16073,15154,919,867601,64
2025-02-19,AI225,DEL,HYD,A320,18000,16606,15719,887,1011175,40
2025-12-20,AI226,BOM,BLR,A321,20000,16311,15522,789,985494,18
2025-11-14,AI227,CCU,DEL,A321,20000,13826,12957,869,811410,0
2025-02-20,AI228,BOM,BLR,A320,18000,17341,16487,854,1056124,5
2025-04-19,AI229,CCU,DEL,A321,20000,18421,16992,1429,871085,75
2025-04-28,AI230,DEL,BOM,A320,18000,11706,11331,375,598537,18
2025-07-14,AI231,CCU,BLR,B787,35000,31931,30907,1024,1817599,7
2025-12-21,AI232,DEL,BOM,A320,18000,12808,12666,142,582616,28
2025-09-10,AI233,DEL,HYD,A320,18000,15510,15039,471,701462,50
2025-09-07,AI234,CCU,DEL,A320,18000,14868,14681,187,756230,85
2025-09-05,AI235,BOM,BLR,A321,20000,15218,14023,1195,791267,37
2025-01-24,AI236,BOM,BLR,A320,18000,12305,11782,523,575371,26
2025-04-09,AI237,DEL,HYD,B787,35000,31323,29698,1625,1661647,51
2025-06-18,AI238,BOM,BLR,A321,20000,14894,14353,541,833247,59
2025-03-19,AI239,DEL,BOM,A321,20000,15027,14747,280,892924,36
2025-07-19,AI240,CCU,DEL,A320,18000,13433,12777,656,629373,84
2025-02-03,AI241,CCU,BLR,A320,18000,14654,13984,670,903676,40
2025-11-14,AI242,CCU,BLR,A321,20000,15992,15795,197,932618,23
2025-10-01,AI243,DEL,BOM,A320,18000,13488,12569,919,807130,1
2025-09-14,AI244,BOM,BLR,A321,20000,14208,13442,766,637086,13
2025-05-02,AI245,BOM,BLR,A320,18000,15941,15466,475,725988,28
2025-09-28,AI246,DEL,BOM,A320,18000,16310,15566,744,975620,74
2025-08-22,AI247,DEL,BOM,B787,35000,33962,31968,1994,1977015,61
2025-05-17,AI248,CCU,BLR,A320,18000,13377,13236,141,839341,59
2025-07-20,AI249,DEL,HYD,A321,20000,13324,12661,663,652125,6
2025-08-14,AI250,CCU,BLR,B787,35000,24921,23853,1068,1375373,65
2025-06-23,AI251,BOM,BLR,A320,18000,16717,15867,850,945553,4
2025-09-06,AI252,DEL,HYD,A320,18000,13998,13052,946,807885,70
2025-12-09,AI253,DEL,HYD,B787,35000,24505,23375,1130,1263265,56
2025-05-20,AI254,DEL,HYD,B787,35000,24693,23615,1078,1498990,48
2025-03-07,AI255,CCU,DEL,A321,20000,14933,14321,612,860928,68
2025-06-14,AI256,CCU,DEL,A321,20000,18338,16953,1385,957530,86
2025-08-11,AI257,BOM,BLR,A320,18000,17378,16674,704,833527,73
2025-04-07,AI258,DEL,BOM,A320,18000,14578,14015,563,663947,77
2025-10-01,AI259,DEL,BOM,A321,20000,17953,17134,819,865470,73
2025-05-15,AI260,DEL,HYD,B787,35000,24937,24626,311,1349870,19
2025-06-10,AI261,BOM,BLR,A321,20000,17896,17108,788,882402,0
2025-05-03,AI262,BOM,BLR,B787,35000,25278,23730,1548,1386620,72
2025-04-20,AI263,DEL,HYD,A320,18000,11808,11078,730,561288,60
2025-02-07,AI264,BOM,BLR,A320,18000,12360,12119,241,627031,80
2025-04-14,AI265,DEL,HYD,A320,18000,12094,11439,655,555249,87
2025-07-24,AI266,DEL,HYD,A321,20000,13474,13329,145,660538,6
2025-08-07,AI267,CCU,BLR,A321,20000,17353,16933,420,1003888,38
2025-02-01,AI268,DEL,BOM,B787,35000,32524,31197,1327,1675118,19
2025-06-19,AI269,DEL,HYD,B787,35000,33702,31894,1808,1513186,59
2025-07-19,AI270,DEL,HYD,A320,18000,14823,14311,512,711418,87
2025-05-28,AI271,BOM,BLR,A320,18000,12227,11510,717,738613,2
2025-06-19,AI272,DEL,HYD,A320,18000,16370,15463,907,849072,75
2025-03-15,AI273,DEL,HYD,A320,18000,13881,13126,755,677567,70
2025-09-19,AI274,CCU,BLR,A321,20000,17468,16638,830,1074504,2
2025-11-09,AI275,CCU,DEL,B787,35000,27100,26045,1055,1245397,56
2025-03-08,AI276,CCU,BLR,A320,18000,14766,13745,1021,861152,10
2025-02-20,AI277,DEL,HYD,B787,35000,29676,27321,2355,1241707,66
2025-07-06,AI278,BOM,BLR,A320,18000,15016,14229,787,696073,9
2025-08-11,AI279,CCU,DEL,A321,20000,13469,12617,852,768624,39
2025-02-28,AI280,DEL,BOM,A321,20000,13995,13140,855,625702,39
2025-02-01,AI281,CCU,DEL,B787,35000,31407,30698,709,1986314,83
2025-05-22,AI282,BOM,BLR,A321,20000,18991,18643,348,1133700,7
2025-10-17,AI283,CCU,DEL,A321,20000,16345,15436,909,696699,54
2025-01-07,AI284,DEL,BOM,A321,20000,13160,12860,300,586580,17
2025-01-06,AI285,DEL,BOM,A320,18000,16079,15688,391,963233,16
2025-01-03,AI286,CCU,BLR,A321,20000,17806,16585,1221,963521,60
2025-10-27,AI287,CCU,DEL,A321,20000,15627,14629,998,717725,15
2025-09-21,AI288,BOM,BLR,A320,18000,17560,16428,1132,778793,14
2025-03-10,AI289,CCU,DEL,A320,18000,14996,14411,585,663568,30
2025-07-09,AI290,CCU,BLR,A320,18000,13176,12641,535,654553,17
2025-09-01,AI291,CCU,BLR,A321,20000,15072,14074,998,900463,58
2025-05-01,AI292,CCU,BLR,B787,35000,33932,31899,2033,1747779,20
2025-01-13,AI293,BOM,BLR,B787,35000,27096,25773,1323,1210478,49
2025-11-26,AI294,CCU,BLR,A321,20000,14574,14264,310,733210,49
2025-05-01,AI295,CCU,BLR,A320,18000,15571,14970,601,673961,37
2025-07-26,AI296,CCU,BLR,B787,35000,29936,27973,1963,1556425,46
2025-05-21,AI297,DEL,BOM,B787,35000,30346,28953,1393,1392987,31
2025-08-20,AI298,BOM,BLR,A320,18000,16469,15298,1171,937367,4
2025-12-05,AI299,DEL,HYD,A321,20000,16470,15823,647,977548,55
2025-05-07,AI200,CCU,DEL,A320,18000,14383,13404,979,797179,27
2025-03-04,AI201,DEL,BOM,A320,18000,13546,12483,1063,769687,2
2025-06-06,AI202,BOM,BLR,A320,18000,13722,13238,484,643633,0
2025-02-27,AI203,CCU,DEL,A321,20000,15530,14549,981,740446,20
2025-02-13,AI204,BOM,BLR,B787,35000,32157,30516,1641,1820280,85
2025-03-18,AI205,BOM,BLR,A321,20000,17573,16928,645,946186,69
2025-10-04,AI206,CCU,DEL,A320,18000,13951,13262,689,839105,19
2025-01-22,AI207,CCU,DEL,A320,18000,13909,13175,734,666224,24
2025-11-05,AI208,BOM,BLR,A321,20000,19007,17648,1359,841142,69
2025-03-09,AI209,DEL,HYD,A321,20000,13060,12537,523,588308,3
2025-01-05,AI210,CCU,BLR,B787,35000,31988,30449,1539,1884944,40
2025-07-27,AI211,BOM,BLR,A320,18000,11982,11365,617,544809,10
2025-09-26,AI212,CCU,DEL,A321,20000,14926,14051,875,644210,33
2025-02-04,AI213,DEL,HYD,A320,18000,16986,15972,1014,762476,55
2025-03-15,AI214,CCU,DEL,B787,35000,33349,31354,1995,1712849,77
2025-04-24,AI215,DEL,HYD,A321,20000,15032,14657,375,805187,84
2025-08-17,AI216,BOM,BLR,A321,20000,15680,14601,1079,914966,15
2025-07-27,AI217,CCU,BLR,A321,20000,19167,18389,778,850850,55
2025-05-08,AI218,CCU,BLR,A321,20000,13967,13784,183,806067,82
2025-06-11,AI219,CCU,BLR,A320,18000,13249,12498,751,620989,67
2025-04-07,AI220,BOM,BLR,A321,20000,15672,15498,174,731235,14
2025-01-09,AI221,DEL,BOM,A320,18000,15593,15382,211,728150,89
2025-10-23,AI222,DEL,HYD,B787,35000,33671,32060,1611,2065531,56
2025-10-28,AI223,CCU,DEL,A321,20000,14802,13900,902,668741,14
2025-10-09,AI224,BOM,BLR,A321,20000,14751,13740,1011,836431,58
2025-05-28,AI225,CCU,DEL,A321,20000,18300,16906,1394,872458,77
2025-12-24,AI226,DEL,HYD,A321,20000,15626,14899,727,905351,73
2025-04-20,AI227,DEL,HYD,A321,20000,18214,17523,691,796780,31
2025-06-23,AI228,CCU,BLR,A320,18000,14670,14512,158,899294,11
2025-10-05,AI229,DEL,HYD,A320,18000,15441,15147,294,960662,21
2025-05-08,AI230,BOM,BLR,A320,18000,16497,15743,754,749393,45
2025-05-10,AI231,DEL,HYD,B787,35000,30527,28475,2052,1323879,51
2025-05-04,AI232,CCU,BLR,A321,20000,16251,16016,235,723784,72
2025-06-15,AI233,CCU,DEL,A321,20000,15450,14530,920,835586,57
2025-06-04,AI234,DEL,BOM,A320,18000,17506,17328,178,791449,63
2025-02-25,AI235,DEL,HYD,A320,18000,12683,11864,819,592865,48
2025-09-18,AI236,BOM,BLR,B787,35000,23671,21940,1731,1035391,86
2025-07-01,AI237,BOM,BLR,A320,18000,12276,11820,456,537437,76
2025-06-08,AI238,CCU,DEL,A320,18000,15737,15134,603,962768,64
2025-03-16,AI239,DEL,HYD,A320,18000,13074,12937,137,837946,54
2025-09-09,AI240,BOM,BLR,A321,20000,13465,12616,849,753109,38
2025-02-16,AI241,CCU,BLR,A320,18000,12843,11843,1000,716743,5
2025-04-01,AI242,DEL,BOM,A321,20000,13088,12137,951,601760,71
2025-04-16,AI243,CCU,BLR,A320,18000,11839,11204,635,662239,67
2025-11-18,AI244,DEL,BOM,A321,20000,13274,12666,608,780656,8
2025-10-14,AI245,DEL,BOM,B787,35000,28085,27034,1051,1624674,32
2025-10-12,AI246,BOM,BLR,A321,20000,16000,15685,315,745963,27
2025-10-21,AI247,CCU,BLR,B787,35000,26512,24822,1690,1595178,80
2025-12-10,AI248,BOM,BLR,B787,35000,26311,24310,2001,1346068,86
2025-06-25,AI249,DEL,BOM,A320,18000,17019,16290,729,954245,67
2025-04-26,AI250,DEL,BOM,A321,20000,13545,13346,199,862823,61
2025-08-03,AI251,CCU,DEL,A320,18000,15476,15305,171,785033,38
2025-08-24,AI252,CCU,BLR,B787,35000,29115,26895,2220,1578243,60
2025-11-08,AI253,DEL,BOM,A321,20000,19280,18410,870,1066102,12
2025-05-20,AI254,DEL,HYD,B787,35000,28640,26941,1699,1422050,77
2025-05-05,AI255,DEL,HYD,A321,20000,14064,13658,406,758856,58
2025-11-23,AI256,DEL,BOM,A321,20000,18953,18301,652,861093,71
2025-11-26,AI257,DEL,HYD,B787,35000,28091,25894,2197,1654890,11
2025-09-15,AI258,CCU,BLR,A321,20000,17710,17266,444,1071321,30
2025-08-02,AI259,DEL,BOM,A320,18000,12874,12058,816,678567,15
2025-04-07,AI260,BOM,BLR,A320,18000,13127,12221,906,726747,8
2025-07-28,AI261,BOM,BLR,A321,20000,13643,13317,326,786617,26
2025-07-28,AI262,DEL,BOM,A321,20000,16586,15509,1077,726338,8
2025-03-25,AI263,BOM,BLR,A321,20000,18209,17704,505,804158,39
2025-03-06,AI264,CCU,BLR,A321,20000,17178,16095,1083,793194,75
2025-09-21,AI265,BOM,BLR,A320,18000,12334,11969,365,644630,6
2025-01-15,AI266,CCU,DEL,A321,20000,14994,14332,662,844222,32
2025-06-28,AI267,BOM,BLR,B787,35000,30965,30131,834,1577025,48
2025-06-03,AI268,CCU,DEL,A320,18000,15307,14595,712,875294,25
2025-11-21,AI269,BOM,BLR,A321,20000,18961,17839,1122,835658,79
2025-07-12,AI270,DEL,HYD,A321,20000,13995,13684,311,764392,69
2025-02-03,AI271,BOM,BLR,A321,20000,16400,15336,1064,833438,77
2025-04-10,AI272,BOM,BLR,A321,20000,19460,18659,801,1157432,22
2025-01-06,AI273,CCU,DEL,B787,35000,22810,22314,496,1232602,80
2025-09-19,AI274,DEL,BOM,A321,20000,16030,15391,639,716332,15
2025-08-16,AI275,DEL,HYD,B787,35000,25481,24611,870,1344012,25
2025-12-15,AI276,CCU,BLR,A321,20000,18080,17846,234,1004635,9
2025-02-21,AI277,CCU,BLR,A321,20000,15052,14463,589,778642,28
2025-05-19,AI278,BOM,BLR,A320,18000,13591,13301,290,623235,65
2025-02-07,AI279,DEL,HYD,A321,20000,18067,17421,646,964885,69
2025-04-04,AI280,DEL,BOM,A321,20000,15973,14907,1066,701070,51
2025-02-10,AI281,DEL,BOM,A321,20000,15926,15379,547,743072,24
2025-06-26,AI282,CCU,BLR,A321,20000,13433,12780,653,621044,62
2025-09-22,AI283,BOM,BLR,A321,20000,17753,16932,821,819199,76
2025-03-16,AI284,CCU,DEL,A321,20000,18309,17026,1283,789354,20
2025-07-05,AI285,BOM,BLR,B787,35000,34017,33114,903,1977048,24
2025-03-09,AI286,DEL,HYD,A320,18000,11762,10943,819,646078,79
2025-07-03,AI287,CCU,DEL,A320,18000,14171,13420,751,659859,85
2025-10-20,AI288,DEL,BOM,A321,20000,17883,17225,658,1091250,41
2025-08-24,AI289,CCU,BLR,A320,18000,17175,16046,1129,726311,8
2025-05-19,AI290,DEL,HYD,A320,18000,15076,14892,184,966583,17
2025-02-11,AI291,DEL,HYD,A321,20000,15368,14841,527,941125,85
2025-11-20,AI292,CCU,BLR,B787,35000,28343,26970,1373,1327879,70
2025-07-24,AI293,CCU,BLR,A321,20000,16555,16051,504,992403,75
2025-12-27,AI294,BOM,BLR,A320,18000,12024,11254,770,524108,5
2025-02-04,AI295,BOM,BLR,A321,20000,15932,14980,952,939826,0
2025-06-20,AI296,DEL,HYD,A321,20000,17412,17077,335,861089,14
2025-05-26,AI297,CCU,DEL,A321,20000,13149,12137,1012,659138,70
2025-12-04,AI298,CCU,DEL,A321,20000,14180,13589,591,696913,81
2025-12-28,AI299,DEL,HYD,B787,35000,33203,32781,422,1682336,39
2025-09-08,AI200,BOM,BLR,B787,35000,27562,25912,1650,1325113,46
2025-08-11,AI201,DEL,HYD,A321,20000,17934,16696,1238,914499,18
2025-03-23,AI202,DEL,BOM,A321,20000,17761,16492,1269,1037285,36
2025-10-28,AI203,DEL,BOM,B787,35000,33006,32167,839,1687151,12
2025-08-21,AI204,BOM,BLR,A320,18000,13892,13100,792,610833,37
2025-05-03,AI205,CCU,BLR,A321,20000,15852,15629,223,717761,44
2025-02-26,AI206,CCU,BLR,A321,20000,14475,14163,312,913771,32
2025-04-14,AI207,CCU,DEL,A320,18000,14272,13863,409,727920,70
2025-06-02,AI208,DEL,HYD,A320,18000,13340,12641,699,711932,83
2025-06-14,AI209,DEL,BOM,A320,18000,17001,15721,1280,821862,87
2025-06-12,AI210,DEL,HYD,A321,20000,14547,13682,865,679842,75
2025-07-20,AI211,CCU,DEL,A321,20000,16999,15677,1322,906362,70
2025-01-27,AI212,BOM,BLR,A320,18000,14103,13546,557,869863,70
2025-01-20,AI213,DEL,HYD,A321,20000,14692,13946,746,774284,31
2025-12-23,AI214,DEL,BOM,A321,20000,15387,15082,305,942146,54
2025-11-02,AI215,DEL,BOM,A321,20000,13314,13177,137,703242,40
2025-08-21,AI216,BOM,BLR,A321,20000,16693,15769,924,946541,79
2025-01-22,AI217,CCU,BLR,A321,20000,16956,16090,866,893146,37
2025-09-05,AI218,DEL,HYD,B787,35000,31723,31332,391,1789152,0
2025-11-20,AI219,CCU,BLR,A321,20000,14487,13447,1040,787232,26
2025-09-27,AI220,BOM,BLR,A321,20000,19422,18284,1138,1093649,78
2025-11-21,AI221,DEL,BOM,A320,18000,12256,11310,946,639136,43
2025-09-06,AI222,DEL,HYD,A320,18000,16852,16186,666,793203,63
2025-09-20,AI223,CCU,BLR,A320,18000,12396,11477,919,555518,87
2025-09-24,AI224,CCU,BLR,A321,20000,15055,14277,778,707025,21
2025-08-08,AI225,DEL,HYD,A321,20000,17486,16437,1049,914760,72
2025-11-10,AI226,DEL,BOM,A320,18000,13892,12903,989,744116,30
2025-08-12,AI227,BOM,BLR,B787,35000,32884,32265,619,1951034,64
2025-12-23,AI228,CCU,BLR,A320,18000,16981,16024,957,948465,28
2025-04-25,AI229,CCU,DEL,B787,35000,26699,25229,1470,1228667,88
2025-05-01,AI230,CCU,DEL,A321,20000,13706,13069,637,605125,74
2025-10-25,AI231,CCU,BLR,A321,20000,18423,16958,1465,915997,10
2025-09-22,AI232,CCU,BLR,A320,18000,14566,13576,990,732290,30
2025-01-27,AI233,DEL,HYD,A321,20000,17534,16749,785,911716,1
2025-05-13,AI234,CCU,DEL,B787,35000,27378,25680,1698,1471763,14
2025-02-18,AI235,BOM,BLR,B787,35000,28397,26729,1668,1355460,53
2025-12-26,AI236,DEL,HYD,A320,18000,16283,15548,735,706311,11
2025-09-16,AI237,CCU,DEL,B787,35000,34136,33646,490,1778754,76
2025-04-22,AI238,CCU,BLR,A320,18000,13361,12623,738,587857,31
2025-08-05,AI239,CCU,BLR,A321,20000,13886,13011,875,604890,14
2025-06-06,AI240,BOM,BLR,A320,18000,15078,14682,396,923074,27
2025-11-13,AI241,CCU,BLR,A320,18000,12433,11678,755,597127,70
2025-06-17,AI242,DEL,HYD,B787,35000,23366,22533,833,1267620,29
2025-01-15,AI243,CCU,DEL,A320,18000,14430,13789,641,886133,0
2025-09-03,AI244,DEL,HYD,A320,18000,12802,11828,974,549753,78
2025-01-28,AI245,CCU,DEL,A321,20000,16013,14782,1231,713891,45
2025-04-22,AI246,DEL,BOM,B787,35000,32838,31990,848,1587130,72
2025-05-18,AI247,DEL,BOM,A321,20000,13426,13261,165,660569,68
2025-05-05,AI248,BOM,BLR,B787,35000,32626,30881,1745,1965806,35
2025-05-07,AI249,CCU,BLR,A320,18000,16005,15192,813,812362,67
2025-05-24,AI250,DEL,BOM,A321,20000,16118,14945,1173,959925,45
2025-09-06,AI251,BOM,BLR,A320,18000,14582,13565,1017,719626,72
2025-06-13,AI252,BOM,BLR,A320,18000,13893,13409,484,664328,10
2025-06-15,AI253,CCU,BLR,A321,20000,13702,13299,403,792343,42
2025-06-09,AI254,CCU,BLR,A320,18000,16375,15120,1255,870197,16
2025-08-12,AI255,BOM,BLR,B787,35000,32599,30839,1760,1397970,28
2025-12-12,AI256,CCU,BLR,A321,20000,14969,13952,1017,811533,57
2025-04-15,AI257,DEL,HYD,B787,35000,34189,33690,499,1729963,25
2025-02-18,AI258,CCU,BLR,B787,35000,31186,30677,509,1633475,83
2025-09-19,AI259,DEL,HYD,A320,18000,12153,11683,470,570967,15
2025-05-28,AI260,CCU,BLR,A321,20000,19027,18237,790,1148170,68
2025-05-16,AI261,BOM,BLR,B787,35000,34244,33382,862,1568587,49
2025-03-04,AI262,DEL,HYD,A321,20000,14612,14360,252,744505,60
2025-11-26,AI263,DEL,HYD,A321,20000,18386,17113,1273,955793,89
2025-01-11,AI264,BOM,BLR,A321,20000,15217,14345,872,646869,32
2025-07-02,AI265,DEL,BOM,A320,18000,14490,14139,351,639154,58
2025-04-21,AI266,DEL,HYD,B787,35000,26453,25260,1193,1238785,86
2025-12-23,AI267,BOM,BLR,A320,18000,14546,14072,474,723633,79
2025-06-28,AI268,DEL,BOM,B787,35000,33666,33291,375,2074964,53
2025-07-02,AI269,BOM,BLR,A321,20000,19547,18739,808,1209749,27
2025-10-14,AI270,CCU,BLR,A321,20000,13219,12988,231,609018,34
2025-06-10,AI271,CCU,BLR,A320,18000,12405,11643,762,654069,9
2025-02-10,AI272,DEL,HYD,A321,20000,19136,17853,1283,1089835,84
2025-05-26,AI273,CCU,DEL,A320,18000,14759,13712,1047,760644,40
2025-03-14,AI274,DEL,BOM,A321,20000,14720,14144,576,698445,5
2025-07-02,AI275,DEL,HYD,B787,35000,30197,27980,2217,1375095,14
2025-09-19,AI276,DEL,BOM,B787,35000,23094,21586,1508,1047514,52
2025-09-14,AI277,CCU,BLR,A320,18000,16059,15849,210,971296,30
2025-01-28,AI278,CCU,DEL,B787,35000,31547,31142,405,1566242,50
2025-09-18,AI279,CCU,DEL,A320,18000,17586,16272,1314,1017742,89
2025-09-28,AI280,CCU,BLR,A320,18000,12265,11472,793,579325,82
2025-03-15,AI281,DEL,BOM,A320,18000,14528,14108,420,636640,57
2025-03-01,AI282,BOM,BLR,B787,35000,32222,31209,1013,1784568,52
2025-01-14,AI283,BOM,BLR,A320,18000,11863,11638,225,745482,8
2025-12-01,AI284,DEL,HYD,A321,20000,18902,17476,1426,857293,86
2025-10-10,AI285,DEL,BOM,B787,35000,29265,27567,1698,1603074,66
2025-02-25,AI286,DEL,HYD,A320,18000,16125,15781,344,991356,4
2025-03-19,AI287,CCU,DEL,A321,20000,14020,13626,394,620798,14
2025-05-12,AI288,CCU,BLR,A320,18000,15964,15340,624,963037,2
2025-05-26,AI289,CCU,DEL,B787,35000,29034,27007,2027,1341224,89
2025-03-04,AI290,BOM,BLR,A321,20000,17630,17257,373,924131,65
2025-02-12,AI291,DEL,HYD,A320,18000,16043,15857,186,855516,55
2025-03-26,AI292,DEL,BOM,A320,18000,13265,12317,948,566766,85
2025-01-18,AI293,CCU,BLR,A320,18000,11882,11564,318,544899,8
2025-11-01,AI294,DEL,HYD,A321,20000,16684,16126,558,1005000,78
2025-10-12,AI295,DEL,BOM,A321,20000,18679,17226,1453,842183,58
2025-12-08,AI296,CCU,BLR,A320,18000,12490,11845,645,705050,6
2025-11-09,AI297,DEL,BOM,A320,18000,12461,11951,510,703740,58
2025-09-17,AI298,DEL,HYD,A321,20000,18974,18063,911,965962,45
2025-02-19,AI299,BOM,BLR,A320,18000,14364,13415,949,679473,23
2025-02-14,AI200,CCU,BLR,A321,20000,16961,16605,356,941688,60
2025-05-05,AI201,CCU,BLR,A321,20000,13469,12832,637,629160,26
2025-09-25,AI202,CCU,BLR,A321,20000,19437,18406,1031,1186349,84
2025-12-04,AI203,CCU,BLR,A321,20000,14362,14017,345,719577,19
2025-06-14,AI204,CCU,BLR,A320,18000,17156,16225,931,760435,2
2025-03-10,AI205,CCU,BLR,A320,18000,13796,13104,692,673171,24
2025-01-15,AI206,CCU,DEL,A321,20000,19263,17995,1268,1087661,6
2025-03-24,AI207,CCU,BLR,A320,18000,15268,14974,294,730705,14
2025-09-27,AI208,BOM,BLR,B787,35000,26696,25926,770,1196641,69
2025-12-06,AI209,DEL,HYD,A320,18000,12564,12382,182,718133,89
2025-04-07,AI210,BOM,BLR,A321,20000,13862,13033,829,717338,88
2025-06-05,AI211,CCU,BLR,B787,35000,32212,31282,930,1479595,39
2025-09-04,AI212,DEL,BOM,A320,18000,16432,15440,992,753322,36
2025-04-20,AI213,DEL,HYD,B787,35000,32266,29896,2370,1494262,38
2025-05-13,AI214,CCU,BLR,A320,18000,15899,14997,902,908683,54
2025-11-07,AI215,DEL,HYD,A321,20000,13684,13211,473,764520,67
2025-03-12,AI216,BOM,BLR,A321,20000,18477,17030,1447,979172,31
2025-10-10,AI217,CCU,DEL,B787,35000,34232,32975,1257,1753068,27
